"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 20 12:54:19 GMT 2023","Thu Apr 20 12:54:22 GMT 2023","2643","","test_con","TestConduit","","","test_sign_up",""
"passed","Thu Apr 20 12:54:46 GMT 2023","Thu Apr 20 12:54:47 GMT 2023","893","","test_con","TestConduit","","","test_logout",""
"passed","Thu Apr 20 12:54:24 GMT 2023","Thu Apr 20 12:54:24 GMT 2023","814","","test_con","TestConduit","","","test_login",""
"passed","Thu Apr 20 12:54:17 GMT 2023","Thu Apr 20 12:54:18 GMT 2023","1159","","test_con","TestConduit","","","test_accept",""
"passed","Thu Apr 20 12:54:26 GMT 2023","Thu Apr 20 12:54:26 GMT 2023","808","","test_con","TestConduit","","","test_article_title_list",""
"passed","Thu Apr 20 12:54:27 GMT 2023","Thu Apr 20 12:54:28 GMT 2023","252","","test_con","TestConduit","","","test_pages",""
"passed","Thu Apr 20 12:54:15 GMT 2023","Thu Apr 20 12:54:16 GMT 2023","62","","test_con","TestConduit","","","test_open",""
"passed","Thu Apr 20 12:54:29 GMT 2023","Thu Apr 20 12:54:31 GMT 2023","2375","","test_con","TestConduit","","","test_new_article",""
"passed","Thu Apr 20 12:54:32 GMT 2023","Thu Apr 20 12:54:34 GMT 2023","2036","","test_con","TestConduit","","","test_delete_article",""
"passed","Thu Apr 20 12:54:35 GMT 2023","Thu Apr 20 12:54:37 GMT 2023","2061","","test_con","TestConduit","","","test_save_data_to_file",""
"passed","Thu Apr 20 12:54:38 GMT 2023","Thu Apr 20 12:54:45 GMT 2023","6143","","test_con","TestConduit","","","test_create_commands_from_file",""
