"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 23 21:05:48 GMT 2023","Sun Apr 23 21:05:54 GMT 2023","6234","","test_con","TestConduit","","","test_update_settings",""
"passed","Sun Apr 23 21:06:05 GMT 2023","Sun Apr 23 21:06:06 GMT 2023","1058","","test_con","TestConduit","","","test_logout",""
"passed","Sun Apr 23 21:05:56 GMT 2023","Sun Apr 23 21:06:01 GMT 2023","5016","","test_con","TestConduit","","","test_delete_article",""
"passed","Sun Apr 23 21:05:30 GMT 2023","Sun Apr 23 21:05:31 GMT 2023","898","","test_con","TestConduit","","","test_login",""
"passed","Sun Apr 23 21:05:32 GMT 2023","Sun Apr 23 21:05:34 GMT 2023","1356","","test_con","TestConduit","","","test_article_title_list",""
"passed","Sun Apr 23 21:05:23 GMT 2023","Sun Apr 23 21:05:23 GMT 2023","32","","test_con","TestConduit","","","test_open",""
"passed","Sun Apr 23 21:05:35 GMT 2023","Sun Apr 23 21:05:35 GMT 2023","342","","test_con","TestConduit","","","test_pages",""
"passed","Sun Apr 23 21:06:02 GMT 2023","Sun Apr 23 21:06:04 GMT 2023","2223","","test_con","TestConduit","","","test_save_data_to_file",""
"passed","Sun Apr 23 21:05:24 GMT 2023","Sun Apr 23 21:05:25 GMT 2023","1094","","test_con","TestConduit","","","test_accept",""
"passed","Sun Apr 23 21:05:27 GMT 2023","Sun Apr 23 21:05:29 GMT 2023","2651","","test_con","TestConduit","","","test_sign_up",""
"passed","Sun Apr 23 21:05:37 GMT 2023","Sun Apr 23 21:05:40 GMT 2023","3206","","test_con","TestConduit","","","test_new_article",""
"passed","Sun Apr 23 21:05:41 GMT 2023","Sun Apr 23 21:05:47 GMT 2023","6059","","test_con","TestConduit","","","test_create_comments_from_file",""
