"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 21 08:55:23 GMT 2023","Fri Apr 21 08:55:25 GMT 2023","1155","","test_con","TestConduit","","","test_accept",""
"passed","Fri Apr 21 08:55:36 GMT 2023","Fri Apr 21 08:55:39 GMT 2023","2523","","test_con","TestConduit","","","test_new_article",""
"passed","Fri Apr 21 08:56:02 GMT 2023","Fri Apr 21 08:56:03 GMT 2023","985","","test_con","TestConduit","","","test_logout",""
"passed","Fri Apr 21 08:55:44 GMT 2023","Fri Apr 21 08:55:46 GMT 2023","2186","","test_con","TestConduit","","","test_save_data_to_file",""
"passed","Fri Apr 21 08:55:35 GMT 2023","Fri Apr 21 08:55:35 GMT 2023","323","","test_con","TestConduit","","","test_pages",""
"passed","Fri Apr 21 08:55:40 GMT 2023","Fri Apr 21 08:55:43 GMT 2023","2611","","test_con","TestConduit","","","test_delete_article",""
"passed","Fri Apr 21 08:55:26 GMT 2023","Fri Apr 21 08:55:29 GMT 2023","3263","","test_con","TestConduit","","","test_sign_up",""
"passed","Fri Apr 21 08:55:30 GMT 2023","Fri Apr 21 08:55:31 GMT 2023","855","","test_con","TestConduit","","","test_login",""
"passed","Fri Apr 21 08:55:22 GMT 2023","Fri Apr 21 08:55:22 GMT 2023","59","","test_con","TestConduit","","","test_open",""
"passed","Fri Apr 21 08:55:55 GMT 2023","Fri Apr 21 08:56:01 GMT 2023","6220","","test_con","TestConduit","","","test_update_settings",""
"passed","Fri Apr 21 08:55:32 GMT 2023","Fri Apr 21 08:55:34 GMT 2023","1349","","test_con","TestConduit","","","test_article_title_list",""
"passed","Fri Apr 21 08:55:47 GMT 2023","Fri Apr 21 08:55:54 GMT 2023","6343","","test_con","TestConduit","","","test_create_commands_from_file",""
