"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 23 17:14:25 GMT 2023","Sun Apr 23 17:14:29 GMT 2023","4376","","test_con","TestConduit","","","test_delete_article",""
"passed","Sun Apr 23 17:13:58 GMT 2023","Sun Apr 23 17:14:01 GMT 2023","2747","","test_con","TestConduit","","","test_sign_up",""
"passed","Sun Apr 23 17:14:10 GMT 2023","Sun Apr 23 17:14:16 GMT 2023","6071","","test_con","TestConduit","","","test_create_comments_from_file",""
"passed","Sun Apr 23 17:14:06 GMT 2023","Sun Apr 23 17:14:06 GMT 2023","252","","test_con","TestConduit","","","test_pages",""
"passed","Sun Apr 23 17:14:30 GMT 2023","Sun Apr 23 17:14:32 GMT 2023","2069","","test_con","TestConduit","","","test_save_data_to_file",""
"passed","Sun Apr 23 17:14:02 GMT 2023","Sun Apr 23 17:14:03 GMT 2023","793","","test_con","TestConduit","","","test_login",""
"passed","Sun Apr 23 17:13:56 GMT 2023","Sun Apr 23 17:13:57 GMT 2023","1161","","test_con","TestConduit","","","test_accept",""
"passed","Sun Apr 23 17:13:55 GMT 2023","Sun Apr 23 17:13:55 GMT 2023","69","","test_con","TestConduit","","","test_open",""
"passed","Sun Apr 23 17:14:33 GMT 2023","Sun Apr 23 17:14:34 GMT 2023","850","","test_con","TestConduit","","","test_logout",""
"passed","Sun Apr 23 17:14:04 GMT 2023","Sun Apr 23 17:14:05 GMT 2023","808","","test_con","TestConduit","","","test_article_title_list",""
"passed","Sun Apr 23 17:14:18 GMT 2023","Sun Apr 23 17:14:24 GMT 2023","6082","","test_con","TestConduit","","","test_update_settings",""
"passed","Sun Apr 23 17:14:07 GMT 2023","Sun Apr 23 17:14:09 GMT 2023","2349","","test_con","TestConduit","","","test_new_article",""
