"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 23 20:52:06 GMT 2023","Sun Apr 23 20:52:10 GMT 2023","4286","","test_con","TestConduit","","","test_delete_article",""
"passed","Sun Apr 23 20:51:51 GMT 2023","Sun Apr 23 20:51:57 GMT 2023","6045","","test_con","TestConduit","","","test_create_comments_from_file",""
"passed","Sun Apr 23 20:51:46 GMT 2023","Sun Apr 23 20:51:46 GMT 2023","255","","test_con","TestConduit","","","test_pages",""
"passed","Sun Apr 23 20:51:42 GMT 2023","Sun Apr 23 20:51:43 GMT 2023","767","","test_con","TestConduit","","","test_login",""
"passed","Sun Apr 23 20:51:59 GMT 2023","Sun Apr 23 20:52:05 GMT 2023","6032","","test_con","TestConduit","","","test_update_settings",""
"passed","Sun Apr 23 20:52:11 GMT 2023","Sun Apr 23 20:52:13 GMT 2023","2074","","test_con","TestConduit","","","test_save_data_to_file",""
"passed","Sun Apr 23 20:51:35 GMT 2023","Sun Apr 23 20:51:35 GMT 2023","29","","test_con","TestConduit","","","test_open",""
"passed","Sun Apr 23 20:51:47 GMT 2023","Sun Apr 23 20:51:50 GMT 2023","2819","","test_con","TestConduit","","","test_new_article",""
"passed","Sun Apr 23 20:51:44 GMT 2023","Sun Apr 23 20:51:45 GMT 2023","768","","test_con","TestConduit","","","test_article_title_list",""
"passed","Sun Apr 23 20:51:37 GMT 2023","Sun Apr 23 20:51:38 GMT 2023","1072","","test_con","TestConduit","","","test_accept",""
"passed","Sun Apr 23 20:51:39 GMT 2023","Sun Apr 23 20:51:41 GMT 2023","2416","","test_con","TestConduit","","","test_sign_up",""
"passed","Sun Apr 23 20:52:14 GMT 2023","Sun Apr 23 20:52:15 GMT 2023","835","","test_con","TestConduit","","","test_logout",""
